1	402.300	45	586.632	12.074
2	413.970	43	542.077	24.036
3	431.360	40	514.692	33.739
7	437.110	42	543.750	63.155
15	442.400	48	561.970	91.762
25	444.970	49	533.419	126.767
35	457.370	55	515.686	181.041
47	469.830	55	524.743	197.260
60	481.210	65	550.311	280.162
69	482.650	62	488.511	273.909
87	501.760	68	483.328	333.332


