1	96.9348	5.26	107.5667	3.8450
2	95.6548	5.01	91.2128	    7.6170
3	94.9633	5.15	88.5110	    11.7608
7	96.0585	6.15	84.0352	    26.6589
15	95.5372	6.15	82.9421	    26.9656
25	96.4067	6.19	83.7790	    27.1796
35	97.5708	6.27	83.5868	    28.9686
47	97.1908	7.22	82.2703	    2.8449
60	95.6850	6.26	81.9981	    29.2170
69	98.5408	6.32	82.6022	    30.0324
87	98.8228	6.40	82.1049	    31.2229
